StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,id,interview,consent,confidence,motivation,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,change_strategy,change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,age,gender,lie_scale#1_1_1,lie_scale#1_2_1,lie_scale#1_3_1,lie_scale#1_4_1,lie_scale#1_5_1,lie_scale#2_1_1,lie_scale#2_2_1,lie_scale#2_3_1,lie_scale#2_4_1,lie_scale#2_5_1
2023-04-06 12:05:06,2023-04-06 12:55:46,0,100,3040,1,2023-04-06 12:55:47,R_ekyXtQYEsxo9yEN,anonymous,EN,10,1,1,3,6,2,4,4,2,4,5,1,"Hade ett annat uppdrag på institutionen, tappade min cykelnyckel när jag letade påskägg igår så va runt och letade efter den på olika ställen",1,"Lite, försökte få intervjaren att tro att jag var förvånad över att de sett mig på övervakningskameran, velat se filmen själv. Sagt att de måste ha blandat ihop mig med någon. ",4,3,2,2,2,2,3,4,2,2,3,4,32,2,0,0,0,0,0,1,0,0,0,0
2023-04-06 14:23:03,2023-04-11 12:56:53,0,100,426830,1,2023-04-11 12:56:54,R_C1Y2Fsk2FWX7wPL,anonymous,EN,11,1,1,6,7,2,4,2,2,4,5,1,Jag försökte ligga nära sanningen och beskriva var jag hade varit utan att berätta vad jag gjort.,2,,2,3,2,1,4,4,5,3,1,4,4,1,28,2,1,0,0,0,0,0,0,0,0,0
2023-04-12 11:40:21,2023-04-12 12:27:05,0,100,2803,1,2023-04-12 12:27:05,R_2OGYmCrBUaYE6iZ,anonymous,EN,10,2,1,2,5,1,4,4,2,5,4,1,"Försökte hålla mig till samma historia som jag hade förra gången men fick bygga på den lite. Sa att jag dejtade en som jobbade på institutionen vara kort jag lånade.  ",2,,4,2,2,3,2,2,3,4,1,2,3,3,,,1,1,1,0,0,1,0,0,0,1
2023-04-12 15:22:40,2023-04-12 16:05:08,0,100,2548,1,2023-04-12 16:05:09,R_2QPAJz9HX7yL2cT,anonymous,EN,11,2,1,3,7,4,2,2,3,4,6,1,Hålla mig så nära sanningen som möjligt men inte säga exakt vad jag gjort. Jag ville säga att jag befunnit mig i områdena som jag varit för att inte behöva förklara varför jag inte kom ihåg om intervjuaren skulle fråga.,2,,4,2,3,2,2,3,4,4,2,3,2,3,,,0,0,0,0,0,0,0,0,0,0
2023-04-13 12:56:34,2023-04-13 13:29:09,0,100,1954,1,2023-04-13 13:29:09,R_3si8EvHlzfFEsda,anonymous,EN,10,3,1,2,5,1,5,4,1,5,5,1,Försökte hålla mig till den tidigare strategin om att jag letade efter min cykelnyckel och komma ihåg vad jag sagt tidigare. Försökte även visa att det va jobbigt att bli anklagad.,2,,3,4,2,4,3,1,2,4,1,2,3,4,,,1,0,0,0,0,0,0,0,0,0
2023-04-14 08:48:46,2023-04-14 09:50:23,0,100,3696,1,2023-04-14 09:50:25,R_23954Ab6y2YPgBC,anonymous,EN,15,1,1,3,4,4,2,3,4,5,4,1,"Jag är student, min historia byggde på att jag var på institutionen för att förbereda mig inför en uppgift. ",2,,4,4,2,1,3,3,5,1,1,3,4,1,23,1,0,1,0,0,0,2,2,0,0,0
2023-04-14 12:57:40,2023-04-14 13:43:41,0,100,2760,1,2023-04-14 13:43:42,R_25QnFXjSTjBPPAM,anonymous,EN,6,3,1,5,6,2,5,5,4,5,2,1,"Generellt att spela på minneskortet, att betona att det inte är rimligt att jag minns varje detalj från varje besök på ett ställe jag besöker varje dag. Jag försökte att väen normalisera mina handlingar genom att betona att det jag gjorde var helt vardagliga och basala grejer, som att lämna min matlåda och ta lite luft. ",2,,4,3,2,4,2,2,4,5,2,2,5,3,,,0,0,0,0,0,1,3,0,1,0
2023-04-17 15:57:08,2023-04-18 14:59:43,0,100,82954,1,2023-04-18 14:59:43,R_12f0uYkxJluvfDL,anonymous,EN,11,3,1,4,7,4,3,4,3,5,3,1,Fortsätta med samma historia som på tidigare tillfällen och ändra så lite som möjligt. Hålla mig nära till sanningen.,2,,4,4,4,3,4,3,4,4,2,3,3,4,,,0,0,0,0,0,0,0,0,0,0
2023-04-19 13:59:57,2023-04-19 14:20:22,0,100,1225,1,2023-04-19 14:20:23,R_3D0AjDxKN3UfbKF,anonymous,EN,15,2,1,5,5,3,2,4,4,5,2,1,"Jag är student på institutionen, min historia bygger på att mitt besök var i studiesyfte. ",2,,2,4,2,1,2,2,3,1,1,3,4,1,,,0,1,0,0,0,0,2,0,0,0
2023-04-21 13:44:37,2023-04-21 14:17:31,0,100,1974,1,2023-04-21 14:17:32,R_YY0ouDVXbvLMA4F,anonymous,EN,15,3,1,6,5,3,2,4,5,4,2,1,"Jag är student på institutionen, min utsaga bygger på att jag var här i studiesyfte. ",2,,3,4,2,2,3,2,4,1,1,3,4,1,,,0,0,0,0,0,0,0,0,0,0
2023-04-27 13:04:24,2023-04-27 13:40:29,0,100,2165,1,2023-04-27 13:40:30,R_BsQaeW08lBj8ECt,anonymous,EN,19,1,1,4,7,2,4,4,4,5,5,1,"Jag ville inte ge henne någon information som skulle passa med det jag egentligen gjorde, det är enklare för dem att se när man ljuger om man nästan gjorde det som dem sa att jag gjorde. Jag nekade att jag ens hade varit runt i skolan då jag tror att det är svårt för folk att faktiskt komma ihåg mig. ",,"Jag var inte beredd på att hon skulle be mig förklara vad jag hade gjort och vart jag hade befunnit mig så jag fick gå på känsla och säga det jag trodde lät bra. ",2,4,1,2,2,2,,4,1,2,4,2,21,2,0,1,2,0,0,1,0,0,0,0
2023-05-02 12:17:52,2023-05-02 12:44:19,0,100,1587,1,2023-05-02 12:44:20,R_1IKG9UtKU02RDWE,anonymous,EN,19,2,1,5,7,2,4,4,4,5,2,1,"Jag försökte ge enkla förklaringar och lägga in kommentarer som visar på att jag har gått i skolan länge och att det finns många anledningar till varför mina fingeravtryck hittats, jag tror jag gav övertygande argument ",2,,4,2,2,2,4,2,4,4,2,2,2,2,,,1,1,1,0,0,1,0,0,0,0
2023-05-03 13:59:17,2023-05-03 14:49:55,0,100,3037,1,2023-05-03 14:49:57,R_30o5r2dbd7AJqNw,anonymous,EN,22,1,1,3,5,2,4,4,2,7,4,1,Försöka att tala lugnt,2,,2,4,3,3,1,3,3,1,3,2,2,5,21,2,1,0,0,1,0,0,0,0,0,0
2023-05-04 13:14:16,2023-05-04 13:37:58,0,100,1422,1,2023-05-04 13:37:59,R_33vbNlMDaL6FbxM,anonymous,EN,19,3,1,5,7,2,4,4,2,6,2,1,Försöka vara avslappnad och inte ha exakta svar på alla hennes frågor,2,,2,4,2,2,2,2,4,4,2,2,4,2,,,1,0,1,0,0,1,0,0,0,0
2023-05-09 13:25:07,2023-05-09 14:18:21,0,100,3193,1,2023-05-09 14:18:21,R_1n2YnQXKy6qHtVH,anonymous,EN,22,2,1,3,4,3,3,2,2,4,5,1,"Hålla mig lugn, erkänna att jag har varit på olika ställen i byggnaden, vara så sanningsenlig som möjligt utan att försöka avslöja mig",2,,2,2,3,1,4,4,4,1,1,3,4,1,,,0,0,0,0,0,0,2,1,0,0
2023-05-12 11:20:10,2023-05-12 11:45:14,0,100,1503,1,2023-05-12 11:45:14,R_6EV6JFEM9yFvqet,anonymous,EN,22,3,1,3,5,3,3,3,4,3,5,2,,2,,4,2,3,2,3,3,4,1,1,3,3,1,,,1,1,0,0,0,0,0,0,0,0
2023-05-19 14:54:04,2023-05-19 15:38:59,0,100,2695,1,2023-05-19 15:39:00,R_3ERp7qHxobF5hmb,anonymous,EN,28,1,1,4,5,2,2,2,4,6,5,1,försökte se avslappnad ut och tala sanning så mkt som möjligt,2,,4,3,3,2,3,3,4,1,1,,4,1,47,2,1,0,0,0,1,0,0,0,0,0
2023-05-23 12:23:44,2023-05-23 12:49:04,0,100,1520,1,2023-05-23 12:49:05,R_3p43YTCEBfU1NB4,anonymous,EN,28,2,1,6,4,3,1,1,4,2,3,2,,2,,4,1,4,1,2,4,4,1,1,4,4,1,,,0,0,0,0,0,0,0,1,0,0
2023-05-30 12:52:38,2023-05-30 13:32:45,0,100,2407,1,2023-05-30 13:32:46,R_2zTOigmb0GXLQFT,anonymous,EN,28,3,1,4,5,2,3,2,4,4,5,1,ögonkontakt verka trevlig,2,,4,2,4,1,3,4,4,1,1,5,3,1,,,1,0,0,0,0,0,0,1,0,0
2023-05-25 09:52:40,2023-05-30 13:41:23,0,13,445723,0,2023-06-06 13:41:28,R_1CwDlupodab56Al,anonymous,EN,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10 10:02:48,2023-07-10 10:57:19,0,100,3270,1,2023-07-10 10:57:20,R_eJ0X7J2yteYkdYB,anonymous,EN,37,1,1,3,7,4,2,4,4,7,6,1,Jag pratade runt frågorna,2,Jag tror inte det men gick på känsla.,4,3,1,3,4,1,4,3,2,2,4,2,40,2,0,1,0,0,0,6,0,0,0,0
2023-07-10 10:57:24,2023-07-10 11:46:18,0,100,2934,1,2023-07-10 11:46:19,R_3OeUzmMKRqbzJTK,anonymous,EN,38,1,1,3,5,2,4,4,4,5,3,1,"Det svåra var ju att komma på en anledning till varför man ens var i byggnaden, så jag sa att ja var där för en undersökning. Blev överaskad av att en vitne såg mig fastän att det inte var någon där. Överlag så var mina svar inte långt ifrån det jag faktisk gjorde, gav en anledning till varför jag var i områden men inte specifikt vad jag gjorde.",1,"När han sa att någon såg mig, så insåg jag att jag kanske borde inte ljuga för mycket. Alltså håll handlingen nära det som hände.",4,4,3,2,4,5,4,3,2,2,4,2,23,1,0,0,0,0,0,1,0,0,0,0
2023-07-10 11:46:50,2023-07-10 12:46:40,0,100,3590,1,2023-07-10 12:46:41,R_31tq64J1y4QE7EB,anonymous,EN,39,1,1,5,6,4,2,4,4,7,4,2,,2,,3,2,3,1,4,3,3,1,1,3,4,1,56,2,0,0,0,0,1,0,0,0,0,0
2023-07-10 12:47:32,2023-07-10 16:24:32,0,100,13020,1,2023-07-10 16:24:33,R_RrUjMpGKx6b0ODn,anonymous,EN,40,1,1,2,5,3,4,4,3,5,5,1,Jag tänkte ut en anledning till att jag skulle befinna mig i byggnaden och försökte svara på frågorna så att de stämde överens med min anledning.,2,,4,2,2,2,3,1,3,3,2,3,3,2,52,1,0,0,0,0,0,0,0,0,0,0
2023-07-10 16:52:36,2023-07-10 17:31:35,0,100,2339,1,2023-07-10 17:31:36,R_3esoHpmPldJQZCP,anonymous,EN,41,1,1,4,6,3,4,5,3,4,5,1,Försöka övertyga intervjuaren att jag bara är en kompis som inte kunde navigera i byggnaden,2,,4,3,3,1,3,2,4,2,1,3,5,3,25,1,0,0,0,0,0,0,0,2,1,0
2023-07-10 17:53:04,2023-07-10 18:32:16,0,100,2352,1,2023-07-10 18:32:17,R_2vYfjZhImaxyU9Q,anonymous,EN,42,1,1,2,5,1,5,5,1,5,3,1,"Få mig själv att verka så normal och passande i miljön som möjligt, så påstod att jag va student som skulle plugga här",2,,5,1,2,2,4,2,4,3,1,2,3,3,23,2,0,0,0,0,0,0,0,0,0,0
2023-07-12 09:43:24,2023-07-12 10:17:11,0,100,2026,1,2023-07-12 10:17:11,R_3lY94w42L0zV7tL,anonymous,EN,37,2,1,4,7,4,2,3,4,6,4,1,"Jag höll mig till samma saker som förra gången och bekräftade sånt som kan bevisas genom ex fingeravtryck. Jag blandade in vad jag tänkte och tyckte om saker lite då och då som att de är högt upp när man står på våning 5. Jag tror att de ökar trovärdigheten om man kan vara beskrivande samtidigt som man inte ger för mycket information. ",2,,4,1,3,2,5,2,4,2,1,3,4,1,,,0,4,1,0,0,6,0,0,0,0
2023-07-12 10:52:30,2023-07-12 11:14:48,0,100,1338,1,2023-07-12 11:14:49,R_3246x3jooKv6baj,anonymous,EN,38,2,1,2,5,4,2,3,4,6,2,1,"Samma som innan, höll berättelsen så nära verkligheten som möjlig pga eventuella vittnen.",1,"Kom ihåg från förra gången att det fanns vittnen, alltså behövde jag inte säga något motsägande.",4,1,4,1,4,4,4,3,1,4,4,2,,,0,0,0,0,0,1,0,0,0,0
2023-07-12 11:51:40,2023-07-12 12:50:57,0,100,3556,1,2023-07-12 12:50:58,R_1o4N1RwousXm6Pw,anonymous,EN,39,2,1,4,7,3,3,3,4,7,5,2,,2,,4,2,4,1,3,3,4,1,1,3,3,1,,,0,0,0,0,0,0,0,0,0,0
2023-07-12 12:51:00,2023-07-12 16:50:57,0,100,14396,1,2023-07-12 16:50:57,R_24vGf2pBdxFtEys,anonymous,EN,40,2,1,2,5,3,3,4,3,5,2,1,Jag höll mig till samma historia som jag berättade förra gången och försökte anpassa svaren på frågorna efter denna.,2,,3,2,3,2,2,3,3,4,2,3,4,2,,,0,0,0,0,0,0,0,0,0,0
2023-07-12 16:53:42,2023-07-12 17:11:41,0,100,1078,1,2023-07-12 17:11:42,R_2w6ysu2GLjIM3fr,anonymous,EN,41,2,1,4,6,3,4,3,4,4,4,1,"Jag försökte spela dum och övertyga intervjuaren att jag inte hade något specifikt mål när jag besökte institutet, jag försöker ge bilden att jag bara är en ""turist"" i denna byggnad och hade ingen aning om något brott.",1,Jag blev frågad under intervju 1 om jag var på plan 4 vilket jag sade att jag inte var men under intervju 2 försökte jag bortförklara detta med att jag trodde att bottenvåningen i hissen var plan E och inte plan 1,4,3,3,2,4,3,4,3,1,3,4,2,,,0,0,1,0,0,0,0,3,1,0
